Ship_ID,Hull_Integrity,Reactor_Power,Propulsion_Type,Ship_Class
7315142265,Critical,60.0,Ion Drive,Corvette
7315142256,Critical,60.0,Ion Drive,Fighter
7315141784,Pristine,80.0,,Troop Transport
7315139053,Critical,40.0,Ion Drive,Shuttle
7315137787,Critical,40.0,,Shuttle
7315134690,Pristine,120.0,Graviton Beam,Explorer
7315134106,Critical,80.0,,Troop Transport
7315131388,Critical,40.0,Nuclear Pulse,Shuttle
7315131194,Operational,40.0,Ion Drive,Shuttle
7315130919,Operational,40.0,Ion Drive,Shuttle
7315129886,Critical,300.0,Ion Drive,Hauler
7315129039,Operational,40.0,Ion Drive,Shuttle
7315123618,Critical,80.0,Hyperdrive,Fighter
7315119897,Operational,80.0,,Explorer
7315118936,Critical,40.0,,Explorer
7315118322,Critical,60.0,,Corvette
7315116452,Critical,60.0,Ion Drive,Corvette
7315109990,Critical,,,Fighter
7315109136,Pristine,40.0,Graviton Beam,Shuttle
7315097621,Critical,40.0,Nuclear Pulse,Shuttle
7315084391,Operational,100.0,Nuclear Pulse,Hauler
7315081170,Operational,80.0,Ion Drive,Hauler
7315070973,Critical,100.0,Nuclear Pulse,Hauler
7315066649,Critical,100.0,Nuclear Pulse,Hauler
7315066481,Critical,40.0,Ion Drive,Shuttle
7315057253,Operational,80.0,Ion Drive,Explorer
7315054736,Operational,40.0,Ion Drive,Corvette
7315052705,Pristine,80.0,Ion Drive,Explorer
7315052144,Operational,40.0,Solar Sail,Explorer
7315051059,Critical,,Ion Drive,Explorer
7315048358,Critical,80.0,Hyperdrive,Fighter
7315047148,Pristine,40.0,Ion Drive,Shuttle
7315044929,Operational,40.0,Ion Drive,Explorer
7315044858,Operational,80.0,Ion Drive,Explorer
7315042075,Operational,80.0,Ion Drive,Explorer
7315040127,Operational,60.0,Ion Drive,Explorer
7315039387,Operational,40.0,Ion Drive,Shuttle
7315032262,Pristine,60.0,Hyperdrive,Hauler
7315032853,Pristine,40.0,Graviton Beam,Corvette
7315032855,Critical,60.0,Plasma Thruster,Explorer
7315032863,Operational,150.0,Ion Drive,Shuttle
7315032018,Pristine,40.0,Ion Drive,Shuttle
7315031744,Operational,80.0,Ion Drive,Explorer
7315031559,Pristine,40.0,Ion Drive,Shuttle
7315026831,Pristine,80.0,Ion Drive,Fighter
7315026646,Operational,60.0,Ion Drive,Shuttle
7315026496,Critical,40.0,Solar Sail,Shuttle
7315026489,Operational,100.0,Ion Drive,Hauler
7315024524,Critical,40.0,Ion Drive,Shuttle
7315020810,Pristine,40.0,,Shuttle
7315020161,Critical,40.0,Ion Drive,Shuttle
7315018168,Operational,80.0,Ion Drive,Explorer
7315016026,Pristine,80.0,,Shuttle
7315016662,Operational,40.0,,Explorer
7315010144,Critical,80.0,,Troop Transport
7315009770,Pristine,40.0,Ion Drive,Shuttle
7315007780,Critical,40.0,Plasma Thruster,Shuttle
7315006897,Operational,,,Shuttle
7315006780,Pristine,100.0,Ion Drive,Hauler
7315006612,Critical,80.0,Ion Drive,Explorer
7315006525,Operational,80.0,Ion Drive,Explorer
7315006400,Pristine,80.0,Ion Drive,Explorer
7315006234,Critical,240.0,Ion Drive,Explorer
7315006062,Pristine,80.0,Ion Drive,Explorer
7315005908,Pristine,80.0,Ion Drive,Explorer
7315004410,Pristine,60.0,Ion Drive,Hauler
7315005792,Operational,40.0,Ion Drive,Shuttle
7315004074,Operational,80.0,,Explorer
7315003258,Pristine,80.0,Ion Drive,Fighter
7314998486,Pristine,40.0,Graviton Beam,Shuttle
7314992865,Critical,80.0,Ion Drive,Explorer
7314987428,Pristine,100.0,Ion Drive,Hauler
7314987556,Operational,80.0,,Explorer
7314987337,Pristine,120.0,Graviton Beam,Explorer
7314987319,Operational,80.0,,Freighter
7314986913,Operational,60.0,Ion Drive,Corvette
7314986363,Critical,80.0,,Hauler
7314982118,Pristine,60.0,Ion Drive,Corvette
7314976328,Critical,100.0,Ion Drive,Hauler
7314970350,Operational,40.0,Ion Drive,Shuttle
7314967757,Operational,60.0,Ion Drive,Corvette
7314966356,Operational,120.0,Ion Drive,Freighter
7314965348,Critical,40.0,Ion Drive,Shuttle
7314962839,Critical,120.0,Nuclear Pulse,Freighter
7314959088,Operational,180.0,Solar Sail,Corvette
7314959179,Pristine,40.0,Ion Drive,Shuttle
7314958796,Operational,40.0,Solar Sail,Shuttle
7314958724,Pristine,180.0,Graviton Beam,Corvette
7314958625,Operational,120.0,Ion Drive,Shuttle
7314958470,Operational,40.0,Ion Drive,Shuttle
7314958318,Pristine,40.0,,Shuttle
7314958191,Pristine,40.0,Plasma Thruster,Shuttle
7314956754,Critical,80.0,Ion Drive,Hauler
7314955094,Operational,40.0,,Shuttle
7314954927,Pristine,40.0,Graviton Beam,Shuttle
7314954828,Operational,40.0,,Shuttle
7314954675,Pristine,40.0,Ion Drive,Shuttle
7314954564,Pristine,60.0,,Explorer
7314954540,Operational,40.0,Solar Sail,Shuttle
7314954312,Operational,,Ion Drive,Shuttle
7314954085,Pristine,40.0,Ion Drive,Shuttle
7314953932,Pristine,180.0,Ion Drive,Speedster
7314953902,Pristine,40.0,Ion Drive,Shuttle
7314953725,Critical,60.0,Ion Drive,Corvette
7314953681,Operational,40.0,Ion Drive,Shuttle
7314953384,Operational,40.0,Plasma Thruster,Shuttle
7314953221,Pristine,60.0,Ion Drive,Speedster
7314952952,Operational,40.0,Ion Drive,Shuttle
7314952650,Operational,40.0,Ion Drive,Shuttle
7314951784,Critical,40.0,Solar Sail,Shuttle
7314951018,Critical,,Plasma Thruster,Corvette
7314950841,Pristine,40.0,Ion Drive,Shuttle
7314948201,Operational,40.0,Solar Sail,Shuttle
7314947976,Pristine,40.0,Ion Drive,Shuttle
7314947870,Operational,40.0,,Explorer
7314947853,Pristine,40.0,Ion Drive,Shuttle
7314947670,Operational,40.0,Ion Drive,Shuttle
7314947491,Pristine,180.0,Ion Drive,Speedster
7314946407,Pristine,80.0,Plasma Thruster,Hauler
7314947304,Operational,40.0,Ion Drive,Shuttle
7314947208,Operational,40.0,Plasma Thruster,Shuttle
7314947120,Pristine,40.0,Ion Drive,Shuttle
7314946936,Pristine,,Ion Drive,Shuttle
7314946827,Operational,40.0,Ion Drive,Shuttle
7314946609,Pristine,40.0,,Shuttle
7314946483,Operational,40.0,Ion Drive,Shuttle
7314946325,Operational,,Plasma Thruster,Shuttle
7314946267,Operational,40.0,Hyperdrive,Shuttle
7314946069,Operational,40.0,Hyperdrive,Shuttle
7314945872,Pristine,40.0,Ion Drive,Shuttle
7314945700,Pristine,40.0,Graviton Beam,Shuttle
7314945514,Operational,80.0,Ion Drive,Explorer
7314945424,Operational,40.0,Ion Drive,Shuttle
7314945247,Operational,40.0,Ion Drive,Shuttle
7314945141,Pristine,40.0,,Shuttle
7314944937,Operational,40.0,Ion Drive,Shuttle
7314944833,Operational,40.0,Ion Drive,Shuttle
7314942998,Operational,40.0,,Shuttle
7314940814,Operational,80.0,Ion Drive,Explorer
7314938119,Pristine,40.0,Graviton Beam,Explorer
7314937662,Operational,80.0,Solar Sail,Explorer
7314937319,Pristine,100.0,Ion Drive,Hauler
7314936867,Critical,60.0,Ion Drive,Corvette
7314936578,Critical,100.0,Solar Sail,Fighter
7314918373,Operational,60.0,Ion Drive,Corvette
7314908388,Operational,60.0,Ion Drive,Corvette
7314905858,Critical,360.0,,Freighter
7314903817,Operational,60.0,Plasma Thruster,Corvette
7314903691,Pristine,60.0,,Corvette
7314903259,Critical,120.0,Ion Drive,Freighter
7314896544,Operational,40.0,,Shuttle
7314889826,Critical,40.0,Hyperdrive,Shuttle
7314887551,Critical,,Ion Drive,Corvette
7314874934,Critical,40.0,Ion Drive,Fighter
7314863135,Critical,120.0,,Fighter
7314858631,Pristine,40.0,Graviton Beam,Corvette
7314855453,Critical,120.0,Hyperdrive,Shuttle
7314848311,Pristine,60.0,Ion Drive,Hauler
7314845592,Operational,40.0,Ion Drive,Explorer
7314845195,Operational,80.0,Hyperdrive,Shuttle
7314844785,Operational,60.0,Ion Drive,Corvette
7314843587,Critical,60.0,Ion Drive,Explorer
7314842643,Pristine,180.0,,Explorer
7314839609,Critical,60.0,Ion Drive,Shuttle
7314839223,Operational,40.0,,Shuttle
7314834917,Operational,40.0,Ion Drive,Corvette
7314830138,Operational,40.0,Ion Drive,Shuttle
7314827615,Operational,120.0,,Shuttle
7314826653,Critical,40.0,,Shuttle
7314825515,Critical,80.0,Nuclear Pulse,Freighter
7314823788,Critical,40.0,Ion Drive,Shuttle
7314812915,Critical,40.0,,Shuttle
7314809705,Operational,40.0,Solar Sail,Corvette
7314803911,Critical,80.0,,Troop Transport
7314802910,Pristine,60.0,Ion Drive,Corvette
7314802758,Pristine,40.0,Solar Sail,Shuttle
7314798670,Critical,40.0,Ion Drive,Corvette
7314797672,Critical,180.0,Ion Drive,Hauler
7314797278,Critical,60.0,Solar Sail,Shuttle
7314792852,Critical,40.0,Ion Drive,Corvette
7314790643,Operational,80.0,Plasma Thruster,Freighter
7314790329,Critical,60.0,Ion Drive,Troop Transport
7314790226,Pristine,40.0,Graviton Beam,Corvette
7314790188,Operational,60.0,Ion Drive,Troop Transport
7314786025,Critical,80.0,Ion Drive,Explorer
7314781819,Critical,60.0,Ion Drive,Corvette
7314781546,Critical,80.0,Ion Drive,Explorer
7314781346,Critical,40.0,Ion Drive,Corvette
7314780993,Critical,60.0,Hyperdrive,Explorer
7314779614,Pristine,60.0,Graviton Beam,Corvette
7314779314,Pristine,60.0,Graviton Beam,Corvette
7314779055,Critical,60.0,Solar Sail,Corvette
7314778624,Critical,60.0,,Corvette
7314778106,Operational,60.0,Ion Drive,Corvette
7314777898,Critical,60.0,Ion Drive,Corvette
7314777703,Operational,,Hyperdrive,Explorer
7314777621,Critical,60.0,Ion Drive,Shuttle
7314777188,Critical,80.0,Ion Drive,Explorer
7314776949,Critical,,Plasma Thruster,Corvette
7314776683,Operational,60.0,Graviton Beam,Explorer
7314776011,Critical,40.0,Solar Sail,Fighter
7314775758,Critical,60.0,Ion Drive,Explorer
7314775583,Critical,,Ion Drive,Corvette
7314775330,Critical,60.0,Ion Drive,Explorer
7314775111,Operational,60.0,Ion Drive,Corvette
7314773961,Pristine,60.0,Ion Drive,Hauler
7314773939,Pristine,60.0,Ion Drive,Fighter
7314770690,Pristine,,Ion Drive,Shuttle
7314770606,Pristine,40.0,Ion Drive,Shuttle
7314768291,Critical,40.0,Solar Sail,Corvette
7314753395,Operational,60.0,,Shuttle
7314752062,Critical,80.0,Ion Drive,Explorer
7314751448,Critical,120.0,Hyperdrive,Shuttle
7314749809,Operational,40.0,Solar Sail,Corvette
7314749695,Critical,80.0,Hyperdrive,Explorer
7314749594,Operational,80.0,Graviton Beam,Explorer
7314749466,Critical,180.0,Ion Drive,Corvette
7314749352,Critical,80.0,Ion Drive,Explorer
7314748048,Operational,40.0,,Shuttle
7314746055,Critical,80.0,Ion Drive,Shuttle
7314745473,Critical,80.0,Ion Drive,Shuttle
7314745281,Critical,80.0,Ion Drive,Shuttle
7314738768,Operational,40.0,Ion Drive,Corvette
7314738665,Critical,40.0,,Corvette
7314738562,Operational,60.0,Ion Drive,Explorer
7314738490,Operational,40.0,Ion Drive,Explorer
7314738380,Critical,180.0,Hyperdrive,Corvette
7314737758,Critical,,Hyperdrive,Freighter
7314734502,Critical,40.0,,Shuttle
7314730078,Pristine,120.0,Solar Sail,Shuttle
7314722475,Critical,60.0,,Shuttle
7314720934,Critical,40.0,Solar Sail,Corvette
7314696401,Critical,40.0,Ion Drive,Fighter
7314687870,Critical,40.0,Solar Sail,Fighter
7314685869,Critical,60.0,Ion Drive,Explorer
7314666920,Operational,80.0,,Explorer
7314653721,Pristine,40.0,Ion Drive,Shuttle
7314640728,Critical,100.0,Nuclear Pulse,Hauler
7314638070,Operational,100.0,,Fighter
7314638064,Pristine,60.0,Solar Sail,Corvette
7314638065,Pristine,60.0,Ion Drive,Corvette
7314638048,Pristine,40.0,,Shuttle
7314638119,Operational,40.0,Ion Drive,Shuttle
7314638105,Pristine,,Ion Drive,Hauler
7314638060,Pristine,40.0,Solar Sail,Shuttle
7314638049,Pristine,180.0,Ion Drive,Corvette
7314638053,Operational,120.0,Solar Sail,Shuttle
7314638019,Pristine,100.0,,Fighter
7314638022,Operational,60.0,Ion Drive,Corvette
7314638007,Operational,40.0,Ion Drive,Shuttle
7314637974,Pristine,100.0,Solar Sail,Fighter
7314633192,Operational,100.0,Ion Drive,Hauler
7314629446,Critical,180.0,Ion Drive,Hauler
7314627771,Pristine,60.0,Ion Drive,Corvette
7314622683,Critical,40.0,Solar Sail,Shuttle
7314612325,Pristine,80.0,Nuclear Pulse,Troop Transport
7314609653,Critical,40.0,Ion Drive,Corvette
7314607165,Critical,80.0,Ion Drive,Corvette
7314603458,Pristine,60.0,Ion Drive,Corvette
7314600957,Operational,100.0,Ion Drive,Hauler
7314600174,Pristine,40.0,,Shuttle
7314595460,Operational,40.0,Ion Drive,Corvette
7314594957,Pristine,40.0,Ion Drive,Shuttle
7314594896,Critical,100.0,Ion Drive,Hauler
7314589697,Operational,40.0,Ion Drive,Shuttle
7314584064,Pristine,40.0,Ion Drive,Shuttle
7314583969,Pristine,,Hyperdrive,Shuttle
7314581881,Pristine,40.0,,Shuttle
7314581834,Pristine,40.0,Nuclear Pulse,Shuttle
7314581466,Pristine,60.0,Ion Drive,Explorer
7314579508,Pristine,40.0,Graviton Beam,Corvette
7314578540,Operational,40.0,Hyperdrive,Shuttle
7314577416,Critical,60.0,Ion Drive,Explorer
7314577237,Pristine,60.0,Graviton Beam,Corvette
7314575063,Pristine,180.0,,Corvette
7314575066,Pristine,80.0,Ion Drive,Explorer
7314573108,Pristine,40.0,Graviton Beam,Shuttle
7314572831,Operational,40.0,,Corvette
7314570540,Operational,40.0,,Explorer
7314568172,Operational,40.0,,Corvette
7314567397,Pristine,40.0,Ion Drive,Shuttle
7314565929,Operational,100.0,Hyperdrive,Hauler
7314565835,Critical,40.0,Hyperdrive,Hauler
7314564931,Critical,40.0,,Shuttle
7314563648,Pristine,,Graviton Beam,Corvette
7314561811,Pristine,40.0,,Shuttle
7314561288,Operational,40.0,,Shuttle
7314559333,Operational,,Hyperdrive,Shuttle
7314558980,Pristine,60.0,Graviton Beam,Corvette
7314556658,Operational,40.0,Plasma Thruster,Corvette
7314556055,Pristine,40.0,Graviton Beam,Shuttle
7314556021,Pristine,,Graviton Beam,Shuttle
7314554315,Pristine,80.0,Plasma Thruster,Explorer
7314552624,Pristine,,Ion Drive,Explorer
7314551735,Pristine,,,Explorer
7314550958,Critical,40.0,,Corvette
7314550821,Critical,40.0,Solar Sail,Shuttle
7314549901,Operational,40.0,Ion Drive,Shuttle
7314549366,Operational,40.0,,Shuttle
7314547411,Critical,,Hyperdrive,Shuttle
7314546847,Operational,180.0,,Shuttle
7314545156,Critical,,Ion Drive,Shuttle
7314544670,Operational,60.0,,Corvette
7314544540,Pristine,,Ion Drive,Corvette
7314543920,Operational,40.0,Hyperdrive,Shuttle
7314543754,Critical,60.0,Ion Drive,Corvette
7314539646,Operational,40.0,,Explorer
7314538683,Critical,60.0,Ion Drive,Shuttle
7314537862,Pristine,120.0,,Shuttle
7314537012,Pristine,40.0,Hyperdrive,Shuttle
7314535174,Operational,60.0,Ion Drive,Shuttle
7314534573,Critical,,Hyperdrive,Explorer
7314531424,Pristine,120.0,Ion Drive,Shuttle
7314530697,Operational,40.0,,Fighter
7314529571,Critical,100.0,Ion Drive,Hauler
7314525110,Operational,120.0,Solar Sail,Shuttle
7314518369,Pristine,120.0,,Shuttle
7314511831,Pristine,40.0,Graviton Beam,Shuttle
7314511586,Operational,80.0,Ion Drive,Explorer
7314510748,Pristine,60.0,Ion Drive,Corvette
7314510185,Critical,,,Shuttle
7314507413,Critical,60.0,,Troop Transport
7314506884,Critical,,Ion Drive,Hauler
7314506517,Pristine,180.0,,Corvette
7314505202,Pristine,,Ion Drive,Shuttle
7314503152,Pristine,,Graviton Beam,Corvette
7314502972,Operational,60.0,,Corvette
7314502668,Operational,60.0,Ion Drive,Corvette
7314498764,Pristine,180.0,Graviton Beam,Corvette
7314498503,Operational,40.0,Nuclear Pulse,Shuttle
7314495977,Pristine,60.0,,Corvette
7314491695,Pristine,40.0,Ion Drive,Shuttle
7314489845,Operational,40.0,Solar Sail,Shuttle
7314487642,Operational,60.0,Solar Sail,Explorer
7314484338,Operational,40.0,,Shuttle
7314480200,Critical,40.0,,Corvette
7314478834,Critical,60.0,Ion Drive,Shuttle
7314477509,Pristine,40.0,Ion Drive,Shuttle
7314474712,Pristine,80.0,Ion Drive,Explorer
7314470583,Pristine,40.0,Ion Drive,Shuttle
7314470332,Critical,40.0,Ion Drive,Shuttle
7314469697,Critical,40.0,Plasma Thruster,Corvette
7314469431,Critical,120.0,Hyperdrive,Shuttle
7314462948,Pristine,100.0,Ion Drive,Fighter
7314462087,Critical,40.0,Ion Drive,Explorer
7314456453,Pristine,80.0,,Explorer
7314456334,Pristine,40.0,Plasma Hybrid,Shuttle
7314455225,Critical,40.0,,Shuttle
7314454841,Critical,60.0,Ion Drive,Explorer
7314451729,Operational,60.0,Ion Drive,Explorer
7314449928,Critical,80.0,Plasma Thruster,Explorer
7314449158,Pristine,40.0,Ion Drive,Shuttle
7314442301,Operational,40.0,Ion Drive,Shuttle
7314440078,Operational,100.0,,Hauler
7314437158,Pristine,60.0,Ion Drive,Corvette
7314435185,Critical,40.0,Ion Drive,Shuttle
7314435136,Operational,40.0,Ion Drive,Shuttle
7314434984,Operational,40.0,Solar Sail,Corvette
7314431530,Pristine,180.0,Ion Drive,Shuttle
7314427877,Operational,40.0,Ion Drive,Shuttle
7314425130,Critical,180.0,Solar Sail,Hauler
7314424733,Critical,40.0,Ion Drive,Corvette
7314420471,Operational,40.0,Ion Drive,Explorer
7314420452,Operational,40.0,Ion Drive,Shuttle
7314419286,Operational,60.0,Plasma Thruster,Corvette
7314413188,Operational,40.0,Nuclear Pulse,Shuttle
7314413183,Critical,40.0,,Shuttle
7314407999,Operational,100.0,Solar Sail,Hauler
7314406390,Operational,40.0,Ion Drive,Shuttle
7314405909,Operational,40.0,Ion Drive,Shuttle
7314398882,Operational,40.0,Ion Drive,Explorer
7314398885,Operational,60.0,Ion Drive,Corvette
7314398492,Pristine,40.0,Graviton Beam,Shuttle
7314395374,Critical,60.0,Ion Drive,Corvette
7314391049,Critical,,Plasma Thruster,Shuttle
7314388387,Operational,60.0,Ion Drive,Explorer
7314388389,Operational,60.0,Plasma Thruster,Troop Transport
7314383447,Operational,,,Corvette
7314383291,Operational,40.0,,Shuttle
7314376189,Critical,80.0,Hyperdrive,Freighter
7314375994,Pristine,,Graviton Beam,Shuttle
7314374393,Critical,60.0,Solar Sail,Corvette
7314371723,Operational,40.0,Ion Drive,Corvette
7314368654,Pristine,40.0,,Shuttle
7314368289,Pristine,,Ion Drive,Troop Transport
7314360906,Pristine,40.0,Solar Sail,Shuttle
7314359021,Operational,60.0,Ion Drive,Corvette
7314353109,Critical,40.0,Ion Drive,Corvette
7314353118,Pristine,40.0,Ion Drive,Shuttle
7314351269,Critical,40.0,,Shuttle
7314348055,Pristine,60.0,Ion Drive,Explorer
7314347705,Pristine,60.0,Graviton Beam,Corvette
7314345190,Operational,40.0,Hyperdrive,Shuttle
7314344909,Pristine,60.0,Solar Sail,Shuttle
7314344270,Critical,180.0,Ion Drive,Shuttle
7314342138,Operational,40.0,Ion Drive,Explorer
7314341095,Operational,100.0,Ion Drive,Hauler
7314338276,Operational,60.0,,Corvette
7314337954,Pristine,40.0,Ion Drive,Shuttle
7314332895,Critical,240.0,Solar Sail,Shuttle
7314332493,Operational,40.0,Plasma Thruster,Corvette
7314330772,Pristine,40.0,Ion Drive,Shuttle
7314328247,Operational,40.0,Hyperdrive,Shuttle
7314323675,Pristine,40.0,Ion Drive,Shuttle
7314323345,Operational,,Ion Drive,Shuttle
7314317713,Pristine,80.0,Ion Drive,Explorer
7314316324,Pristine,120.0,,Shuttle
7314315434,Critical,240.0,,Explorer
7314312026,Operational,40.0,Ion Drive,Corvette
7314311576,Pristine,80.0,Ion Drive,Corvette
7314309293,Operational,40.0,Ion Drive,Shuttle
7314309321,Critical,300.0,Ion Drive,Hauler
7314302955,Operational,,Ion Drive,Shuttle
7314301590,Critical,40.0,Solar Sail,Shuttle
7314297880,Operational,180.0,Ion Drive,Explorer
7314297735,Operational,80.0,Ion Drive,Explorer
7314297618,Operational,60.0,Ion Drive,Corvette
7314296790,Operational,40.0,Ion Drive,Shuttle
7314290916,Pristine,40.0,Ion Drive,Shuttle
7314285354,Pristine,120.0,Ion Drive,Shuttle
7314284740,Operational,40.0,Ion Drive,Shuttle
7314283552,Operational,40.0,Solar Sail,Corvette
7314283535,Critical,80.0,Ion Drive,Explorer
7314279887,Pristine,40.0,Graviton Beam,Shuttle
7314278905,Pristine,,Ion Drive,Shuttle
7314278806,Pristine,40.0,Ion Drive,Shuttle
7314278449,Pristine,40.0,Ion Drive,Shuttle
7314277459,Operational,60.0,Ion Drive,Fighter
7314276765,Operational,120.0,Ion Drive,Shuttle
7314276689,Critical,40.0,Ion Drive,Corvette
7314271326,Operational,60.0,Nuclear Pulse,Shuttle
7314259609,Operational,60.0,Ion Drive,Corvette
7314259458,Critical,80.0,Hyperdrive,Freighter
7314259189,Critical,60.0,Ion Drive,Explorer
7314257959,Operational,40.0,Ion Drive,Shuttle
7314254638,Operational,40.0,Solar Sail,Shuttle
7314250343,Critical,40.0,Ion Drive,Shuttle
7314249470,Critical,40.0,Ion Drive,Explorer
7314249345,Critical,60.0,Nuclear Pulse,Freighter
7314242201,Critical,,,Shuttle
7314237192,Critical,240.0,Ion Drive,Explorer
7314235160,Operational,60.0,Ion Drive,Explorer
7314231960,Critical,40.0,Ion Drive,Shuttle
7314211592,Critical,40.0,Ion Drive,Fighter
7314207196,Critical,120.0,Solar Sail,Corvette
7314207096,Critical,60.0,Solar Sail,Shuttle
7314197033,Critical,40.0,Solar Sail,Shuttle
7314192678,Critical,60.0,Solar Sail,Explorer
7314191137,Operational,40.0,Ion Drive,Corvette
7314186706,Pristine,,Graviton Beam,Corvette
7314186509,Critical,80.0,Ion Drive,Explorer
7314184366,Critical,,Plasma Thruster,Corvette
7314179087,Operational,,,Explorer
7314174906,Critical,40.0,Solar Sail,Explorer
7314172155,Operational,40.0,Ion Drive,Explorer
7314171774,Operational,80.0,Ion Drive,Explorer
7314171317,Critical,40.0,,Explorer
7314168782,Operational,60.0,Ion Drive,Corvette
7314168341,Critical,,Ion Drive,Corvette
7314168176,Critical,60.0,Ion Drive,Hauler
7314167881,Critical,40.0,Ion Drive,Corvette
7314161745,Operational,180.0,Graviton Beam,Corvette
7314160846,Critical,40.0,Ion Drive,Shuttle
7314158645,Critical,40.0,,Shuttle
7314155033,Critical,80.0,Ion Drive,Speedster
7314154042,Operational,120.0,Hyperdrive,Freighter
7314144516,Operational,,Plasma Thruster,Hauler
7314142989,Operational,80.0,Ion Drive,Speedster
7314142957,Operational,40.0,,Corvette
7314133502,Operational,80.0,Solar Sail,Explorer
7314132738,Critical,40.0,Ion Drive,Shuttle
7314122000,Operational,80.0,Ion Drive,Explorer
7314114900,Critical,40.0,Ion Drive,Corvette
7314110038,Operational,100.0,,Hauler
7314100800,Critical,60.0,Plasma Thruster,Explorer
7314100754,Operational,80.0,Ion Drive,Speedster
7314100064,Operational,40.0,Solar Sail,Shuttle
7314099761,Critical,360.0,Nuclear Pulse,Freighter
7314097259,Critical,,Nuclear Pulse,Hauler
7314095802,Operational,80.0,Solar Sail,Shuttle
7314089644,Operational,80.0,Ion Drive,Freighter
7314089517,Critical,60.0,Ion Drive,Explorer
7314083720,Pristine,80.0,Graviton Beam,Troop Transport
7314081434,Pristine,80.0,Hyperdrive,Shuttle
7314079337,Operational,80.0,Ion Drive,Explorer
7314070702,Pristine,80.0,,Shuttle
7314070210,Operational,40.0,Ion Drive,Corvette
7314067137,Operational,40.0,,Corvette
7314066962,Critical,40.0,Ion Drive,Shuttle
7314066490,Pristine,40.0,Graviton Beam,Corvette
7314064868,Critical,80.0,Ion Drive,Corvette
7314064802,Critical,40.0,Solar Sail,Shuttle
7314063322,Critical,60.0,Ion Drive,Corvette
7314057874,Pristine,120.0,Ion Drive,Explorer
7314055332,Pristine,80.0,Hyperdrive,Shuttle
7314055212,Pristine,60.0,Graviton Beam,Explorer
7314054217,Pristine,80.0,Graviton Beam,Explorer
7314053770,Critical,60.0,Ion Drive,Corvette
7314052063,Pristine,80.0,Hyperdrive,Shuttle
7314051989,Critical,60.0,Ion Drive,Corvette
7314051611,Critical,40.0,Ion Drive,Corvette
7314051590,Critical,40.0,Hyperdrive,Corvette
7314045831,Operational,60.0,Ion Drive,Corvette
7314045613,Operational,40.0,Plasma Thruster,Shuttle
7314045357,Critical,40.0,Ion Drive,Shuttle
7314042144,Critical,60.0,Ion Drive,Explorer
7314040900,Pristine,60.0,Graviton Beam,Explorer
7314040499,Critical,40.0,Ion Drive,Fighter
7314037236,Critical,60.0,Hyperdrive,Shuttle
7314036906,Critical,40.0,,Explorer
7314023150,Pristine,,Ion Drive,Fighter
7314020026,Critical,60.0,Ion Drive,Corvette
7314019908,Critical,60.0,Solar Sail,Hauler
7314019169,Operational,40.0,,Shuttle
7314016286,Operational,40.0,Ion Drive,Shuttle
7314003612,Critical,40.0,Hyperdrive,Fighter
7314001659,Pristine,40.0,Ion Drive,Shuttle
7314001350,Operational,40.0,Ion Drive,Explorer
7313997956,Operational,40.0,Solar Sail,Shuttle
7313996238,Critical,60.0,Ion Drive,Corvette
7313996068,Operational,80.0,,Explorer
7313994565,Critical,40.0,Ion Drive,Shuttle
7313992157,Critical,40.0,Ion Drive,Shuttle
7313990784,Pristine,40.0,Graviton Beam,Shuttle
7313988167,Critical,40.0,,Shuttle
7313987851,Operational,100.0,,Hauler
7313985927,Critical,40.0,Ion Drive,Shuttle
7313985894,Critical,80.0,Ion Drive,Corvette
7313984948,Operational,40.0,Ion Drive,Shuttle
7313983024,Operational,40.0,Ion Drive,Shuttle
7313980872,Critical,40.0,Ion Drive,Shuttle
7313979846,Operational,,Solar Sail,Shuttle
7313976443,Pristine,,Graviton Beam,Shuttle
7313974624,Operational,60.0,,Shuttle
7313972605,Critical,40.0,Plasma Thruster,Shuttle
7313968429,Critical,40.0,Ion Drive,Shuttle
7313958987,Pristine,180.0,Solar Sail,Speedster
7313955263,Operational,80.0,Ion Drive,Explorer
7313953138,Pristine,100.0,Solar Sail,Fighter
7313952999,Operational,60.0,,Corvette
7313952559,Critical,40.0,Ion Drive,Corvette
7313952050,Operational,40.0,Ion Drive,Shuttle
7313948869,Critical,60.0,Ion Drive,Explorer
7313947114,Pristine,,Ion Drive,Fighter
7313947107,Pristine,80.0,Hyperdrive,Hauler
7313947071,Operational,60.0,,Corvette
7313947137,Pristine,80.0,Ion Drive,Hauler
7313947001,Operational,40.0,,Shuttle
7313946949,Operational,40.0,Solar Sail,Shuttle
7313946876,Operational,40.0,Solar Sail,Shuttle
7313946944,Pristine,60.0,,Shuttle
7313941648,Critical,40.0,Solar Sail,Shuttle
7313927500,Operational,180.0,Solar Sail,Corvette
7313927305,Pristine,60.0,Ion Drive,Corvette
7313927164,Pristine,100.0,Ion Drive,Fighter
7313924422,Pristine,80.0,Ion Drive,Explorer
7313922834,Operational,80.0,Ion Drive,Explorer
7313922658,Critical,60.0,Hyperdrive,Corvette
7313922529,Operational,60.0,Ion Drive,Corvette
7313922301,Pristine,60.0,,Corvette
7313921767,Operational,,Plasma Thruster,Shuttle
7313921636,Critical,60.0,Ion Drive,Corvette
7313921436,Pristine,80.0,Graviton Beam,Explorer
7313918281,Operational,40.0,Ion Drive,Shuttle
